folder,model,scenario,game_id,agent_id,category,rel_count,proc_count,text_len
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024320,A,RELATIONAL,4,1,1745
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024320,B,RELATIONAL,4,0,1856
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024320,C,RELATIONAL,4,1,1540
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024720,A,RELATIONAL,5,1,1738
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024720,B,RELATIONAL,3,0,1576
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_024720,C,RELATIONAL,4,0,1566
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025012,A,RELATIONAL,5,1,1490
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025012,B,RELATIONAL,3,1,1600
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025012,C,RELATIONAL,3,0,1475
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025257,A,RELATIONAL,4,2,1594
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025257,B,RELATIONAL,2,1,1461
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025257,C,RELATIONAL,3,0,1656
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025616,A,RELATIONAL,6,2,1690
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025616,B,RELATIONAL,2,0,1685
rough_start_high_reflection_max_20251209_020902,gpt5.1-high,recovery,20251209_025616,C,RELATIONAL,4,0,1707
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_184200,A,RELATIONAL,2,0,1647
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_184200,B,MIXED,3,4,1597
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_184200,C,RELATIONAL,5,2,1494
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185132,A,PROCEDURAL,1,2,1480
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185132,B,PROCEDURAL,1,3,1793
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185132,C,RELATIONAL,3,1,1620
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185434,A,PROCEDURAL,1,2,1449
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185434,B,PROCEDURAL,1,2,1588
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185434,C,RELATIONAL,6,1,1648
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185657,A,MIXED,1,1,1667
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185657,B,RELATIONAL,3,2,1850
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_185657,C,RELATIONAL,3,1,1556
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190018,A,MIXED,1,1,1626
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190018,B,PROCEDURAL,2,4,1664
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190018,C,RELATIONAL,3,1,1494
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190412,A,PROCEDURAL,0,1,1576
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190412,B,RELATIONAL,2,1,1604
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190412,C,RELATIONAL,2,0,1551
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190750,A,RELATIONAL,2,0,1581
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190750,B,RELATIONAL,3,2,1835
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_190750,C,RELATIONAL,1,0,1717
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191055,A,PROCEDURAL,0,2,1753
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191055,B,RELATIONAL,3,0,1671
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191055,C,RELATIONAL,1,0,1632
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191424,A,MIXED,2,2,1497
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191424,B,RELATIONAL,3,0,1714
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191424,C,MIXED,1,1,1806
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191734,A,RELATIONAL,2,1,1586
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191734,B,RELATIONAL,3,0,1513
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_191734,C,RELATIONAL,1,0,1679
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_192224,A,MIXED,1,1,1782
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_192224,B,RELATIONAL,2,0,1583
rough_start_high_reflection_max_20251209_184200,gpt5.1-high,recovery,20251209_192224,C,RELATIONAL,2,0,1705
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200028,A,RELATIONAL,9,5,1629
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200028,B,RELATIONAL,4,1,1584
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200028,C,RELATIONAL,10,3,1529
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200858,A,RELATIONAL,1,0,1725
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200858,B,MIXED,1,1,1722
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_200858,C,RELATIONAL,8,3,1491
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_201428,A,PROCEDURAL,0,1,1633
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_201428,B,PROCEDURAL,2,3,1646
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_201428,C,MIXED,3,3,1581
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202254,A,RELATIONAL,3,0,1713
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202254,B,RELATIONAL,3,1,1596
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202254,C,MIXED,3,4,1663
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202811,A,RELATIONAL,3,0,1659
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202811,B,RELATIONAL,3,1,1806
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_202811,C,RELATIONAL,4,2,1611
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203205,A,RELATIONAL,5,0,1747
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203205,B,RELATIONAL,2,1,1759
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203205,C,MIXED,4,3,1777
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203454,A,RELATIONAL,7,4,1717
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203454,B,MIXED,1,1,1713
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203454,C,RELATIONAL,7,3,1845
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203825,A,RELATIONAL,9,1,1794
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203825,B,RELATIONAL,4,1,1666
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_203825,C,RELATIONAL,2,1,1682
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204051,A,RELATIONAL,8,0,1679
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204051,B,RELATIONAL,2,0,1534
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204051,C,RELATIONAL,3,2,1589
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204511,A,RELATIONAL,4,1,1574
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204511,B,RELATIONAL,4,0,1701
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204511,C,RELATIONAL,3,1,1651
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204802,A,RELATIONAL,6,0,1708
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204802,B,RELATIONAL,2,0,1544
rough_start_high_reflection_max_20251209_200028,gpt5.1-high,recovery,20251209_204802,C,RELATIONAL,3,2,1605
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_012625,A,MIXED,7,5,1611
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_012625,B,RELATIONAL,11,2,1816
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_012625,C,RELATIONAL,6,4,1757
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013512,A,RELATIONAL,2,1,1468
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013512,B,RELATIONAL,9,1,1869
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013512,C,RELATIONAL,5,2,1892
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013916,A,MIXED,3,3,1606
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013916,B,RELATIONAL,5,1,1812
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_013916,C,RELATIONAL,7,2,1688
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014104,A,RELATIONAL,4,2,1832
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014104,B,RELATIONAL,4,1,1778
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014104,C,RELATIONAL,10,2,1799
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014252,A,RELATIONAL,3,2,1652
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014252,B,MIXED,3,3,1843
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014252,C,RELATIONAL,8,3,1624
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014457,A,MIXED,1,1,1868
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014457,B,RELATIONAL,5,0,1778
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014457,C,MIXED,5,4,1532
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014834,A,PROCEDURAL,0,1,1835
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014834,B,RELATIONAL,4,2,1646
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_014834,C,RELATIONAL,6,3,1563
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015117,A,RELATIONAL,7,0,1750
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015117,B,RELATIONAL,4,1,1619
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015117,C,RELATIONAL,6,2,1430
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015327,A,RELATIONAL,3,0,1480
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015327,B,RELATIONAL,8,0,1740
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015327,C,RELATIONAL,6,0,1456
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015632,A,RELATIONAL,2,0,1782
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015632,B,RELATIONAL,9,0,1701
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015632,C,RELATIONAL,6,2,1593
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015904,A,RELATIONAL,3,0,1667
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015904,B,RELATIONAL,10,0,1724
rough_start_high_reflection_max_20251210_012625,gpt5.1-high,recovery,20251210_015904,C,RELATIONAL,9,0,1625
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_030955,A,RELATIONAL,9,4,1933
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_030955,B,RELATIONAL,4,1,1869
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_030955,C,PROCEDURAL,2,3,1736
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_031956,A,RELATIONAL,6,1,1657
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_031956,B,RELATIONAL,3,1,1854
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_031956,C,PROCEDURAL,0,2,1638
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032240,A,RELATIONAL,5,2,1764
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032240,B,RELATIONAL,1,0,1868
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032240,C,PROCEDURAL,2,6,1839
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032615,A,RELATIONAL,7,2,1729
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032615,B,MIXED,1,1,1693
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032615,C,MIXED,3,4,1805
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032759,A,RELATIONAL,7,1,1625
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032759,B,RELATIONAL,2,0,1602
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_032759,C,RELATIONAL,3,2,1707
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033011,A,RELATIONAL,6,1,1807
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033011,B,RELATIONAL,2,1,1755
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033011,C,RELATIONAL,7,1,1716
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033333,A,RELATIONAL,10,0,1630
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033333,B,RELATIONAL,3,2,1559
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033333,C,RELATIONAL,5,1,1697
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033741,A,RELATIONAL,8,1,1534
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033741,B,RELATIONAL,2,1,1433
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_033741,C,RELATIONAL,5,1,1363
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034203,A,RELATIONAL,8,1,1585
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034203,B,MIXED,1,1,1576
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034203,C,RELATIONAL,6,0,1530
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034552,A,RELATIONAL,7,0,1638
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034552,B,PROCEDURAL,1,2,1527
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034552,C,RELATIONAL,8,1,1559
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034821,A,RELATIONAL,8,1,1509
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034821,B,PROCEDURAL,1,2,1812
rough_start_high_reflection_max_20251210_030955,gpt5.1-high,recovery,20251210_034821,C,RELATIONAL,8,1,1617
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_035118,A,RELATIONAL,5,3,1670
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_035118,B,RELATIONAL,6,3,1669
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_035118,C,RELATIONAL,2,1,1487
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_040154,A,MIXED,7,5,1625
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_040154,B,PROCEDURAL,2,3,1777
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_040154,C,RELATIONAL,3,1,1730
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041017,A,RELATIONAL,8,4,1635
rough_start_high_reflection_max_20251210_035118,gpt5.1-high,recovery,20251210_041017,B,MIXED,3,3,1771
