game_id,round,question_id,capsule_label,correct_answer,player_answers
20260520_023354,1,Q3,Q3-C,84,C:84
20260520_023354,1,Q4,Q4-D,37,D:37
20260520_023354,2,Q1,Q1-A+B+C,83,"A,B,C:83"
20260520_023354,2,Q2,Q2-B+A+C,60,"B,A,C:60"
20260520_023354,2,Q3,Q3-C+B,84,"C,B:84"
20260520_023354,2,Q4,Q4-D,37,D:37
20260520_023354,3,Q1,Q1-A+B+C,83,"A,B,C:83"
20260520_023354,3,Q2,Q2-B+A+C,60,"B,A,C:60"
20260520_023354,3,Q3,Q3-C+B,84,"C,B:84"
20260520_023354,3,Q4,Q4-D+B,37,"D,B:37"
20260520_023354,4,Q1,Q1-A+B+C,83,"A,B,C:83"
20260520_023354,4,Q2,Q2-B+A+C,60,"B,A,C:60"
20260520_023354,4,Q3,Q3-C+B,84,"C,B:84"
20260520_023354,4,Q4,Q4-D+B,37,"D,B:37"
20260520_023505,1,Q1,Q1-A+B+C,39,"A,B,C:39"
20260520_023505,1,Q2,Q2-B+A,77,"B,A:77"
20260520_023505,1,Q3,Q3-C,48,C:48
20260520_023505,1,Q4,Q4-D,48,D:48
20260520_023505,2,Q1,Q1-A+B+C,39,"A,B,C:39"
20260520_023505,2,Q2,Q2-B+A,77,"B,A:77"
20260520_023505,2,Q3,Q3-C+A+B,48,"C,A,B:48"
20260520_023505,2,Q4,Q4-D,48,D:48
20260520_023505,3,Q1,Q1-A+B+C,39,"A,B,C:39"
20260520_023505,3,Q2,Q2-B+A,77,"B,A:77"
20260520_023505,3,Q3,Q3-C+A+B,48,"C,A,B:48"
20260520_023505,3,Q4,Q4-D+B,48,"D,B:48"
20260520_023505,4,Q1,Q1-A+B+C,39,"A,B,C:39"
20260520_023505,4,Q2,Q2-B+A,77,"B,A:77"
20260520_023505,4,Q3,Q3-C+A+B,48,"C,A,B:48"
20260520_023505,4,Q4,Q4-D+B,48,"D,B:48"
20260520_023623,1,Q1,Q1-A+B,56,"A,B:56"
20260520_023623,1,Q2,Q2-B+A,33,"B,A:33"
20260520_023623,1,Q3,Q3-C,18,C:18
20260520_023623,1,Q4,Q4-D,75,D:75
20260520_023657,1,Q1,Q1-A+B,9,"A,B:9"
20260520_023657,1,Q2,Q2-B+A,72,"B,A:72"
20260520_023657,1,Q3,Q3-C,80,C:80
20260520_023657,1,Q4,Q4-D,6,D:6
20260520_023719,1,Q1,Q1-A+B,36,"A,B:36"
20260520_023719,1,Q2,Q2-B+A,6,"B,A:6"
20260520_023719,1,Q3,Q3-C,73,C:73
20260520_023719,1,Q4,Q4-D,8,D:8
20260520_023744,1,Q1,Q1-A+B,11,"A,B:11"
20260520_023744,1,Q2,Q2-B+A,38,"B,A:38"
20260520_023744,1,Q3,Q3-C,70,C:70
20260520_023744,1,Q4,Q4-D,5,D:5
20260520_023806,1,Q1,Q1-A+B,36,"A,B:36"
20260520_023806,1,Q2,Q2-B+A,8,"B,A:8"
20260520_023806,1,Q3,Q3-C,36,C:36
20260520_023806,1,Q4,Q4-D,54,D:54
