game_id,round,question_id,capsule_label,correct_answer,player_answers
20260608_131813,1,Q1,Q1-A+B+C,37,"A,B,C:37"
20260608_131813,1,Q2,Q2-B+A,9,"B,A:9"
20260608_131813,1,Q3,Q3-C,7,C:7
20260608_131813,1,Q4,Q4-D,11,D:11
20260608_131813,2,Q1,Q1-A+B+C,37,"A,B,C:37"
20260608_131813,2,Q2,Q2-B+A,9,"B,A:9"
20260608_131813,2,Q3,Q3-C+B,7,"C,B:7"
20260608_131813,2,Q4,Q4-D+C,11,"D,C:11"
20260608_131813,3,Q1,Q1-A+B+C,37,"A,B,C:37"
20260608_131813,3,Q2,Q2-B+A,9,"B,A:9"
20260608_131813,3,Q3,Q3-C+B,7,"C,B:7"
20260608_131813,3,Q4,Q4-D+C,11,"D,C:11"
20260608_132030,1,Q1,Q1-A+C,72,"A,C:72"
20260608_132030,1,Q2,Q2-B+A,39,"B,A:39"
20260608_132030,1,Q3,Q3-C,8,C:8
20260608_132030,1,Q4,Q4-D,45,D:45
20260608_132030,2,Q1,Q1-A+C,72,"A,C:72"
20260608_132030,2,Q2,Q2-B+A,39,"B,A:39"
20260608_132030,2,Q3,Q3-C,8,C:8
20260608_132030,2,Q4,Q4-D+C,45,"D,C:45"
20260608_132230,1,Q1,Q1-A+B+C,63,"A,B,C:63"
20260608_132230,1,Q2,Q2-B+A,84,"B,A:84"
20260608_132230,1,Q3,Q3-C,23,C:23
20260608_132230,1,Q4,Q4-D,48,D:48
20260608_132230,2,Q1,Q1-A+B+C,63,"A,B,C:63"
20260608_132230,2,Q2,Q2-B+A,84,"B,A:84"
20260608_132230,2,Q3,Q3-C,23,C:23
20260608_132230,2,Q4,Q4-D+A+B+C,48,"D,A,B,C:48"
20260608_132230,3,Q1,Q1-A+B+C,63,"A,B,C:63"
20260608_132230,3,Q2,Q2-B+A,84,"B,A:84"
20260608_132230,3,Q3,Q3-C,23,C:23
20260608_132230,3,Q4,Q4-D+A+B+C,48,"D,A,B,C:48"
20260608_132603,1,Q1,Q1-A+B+C,8,"A,B,C:8"
20260608_132603,1,Q2,Q2-B+A,54,"B,A:54"
20260608_132603,1,Q3,Q3-C,63,C:63
20260608_132603,1,Q4,Q4-D,47,D:47
20260608_132603,2,Q1,Q1-A+B+C,8,"A,B,C:8"
20260608_132603,2,Q2,Q2-B+A,54,"B,A:54"
20260608_132603,2,Q3,Q3-C+B,63,"C,B:63"
20260608_132603,2,Q4,Q4-D+A+C,47,"D,A,C:47"
20260608_132603,3,Q1,Q1-A+B+C,8,"A,B,C:8"
20260608_132603,3,Q2,Q2-B+A,54,"B,A:54"
20260608_132603,3,Q3,Q3-C+B,63,"C,B:63"
20260608_132603,3,Q4,Q4-D+A+C,47,"D,A,C:47"
20260608_132907,1,Q1,Q1-A+B,60,"A,B:60"
20260608_132907,1,Q2,Q2-B+A,47,"B,A:47"
20260608_132907,1,Q3,Q3-C,9,C:9
20260608_132907,1,Q4,Q4-D,45,D:45
20260608_132907,2,Q1,Q1-A+B,60,"A,B:60"
20260608_132907,2,Q2,Q2-B+A,47,"B,A:47"
20260608_132907,2,Q3,Q3-C+A+B,9,"C,A,B:9"
20260608_132907,2,Q4,Q4-D,45,D:45
20260608_132907,3,Q1,Q1-A+B,60,"A,B:60"
20260608_132907,3,Q2,Q2-B+A,47,"B,A:47"
20260608_132907,3,Q3,Q3-C+A+B,9,"C,A,B:9"
20260608_132907,3,Q4,Q4-D,45,D:45
20260608_133222,1,Q1,Q1-A+B+C,80,"A,B,C:80"
20260608_133222,1,Q2,Q2-B+A,78,"B,A:78"
20260608_133222,1,Q3,Q3-C,70,C:70
20260608_133222,1,Q4,Q4-D,6,D:6
20260608_133222,2,Q1,Q1-A+B+C,80,"A,B,C:80"
20260608_133222,2,Q2,Q2-B+A,78,"B,A:78"
20260608_133222,2,Q3,Q3-C+A,70,"C,A:70"
20260608_133222,2,Q4,Q4-D+C,6,"D,C:6"
20260608_133222,3,Q1,Q1-A+B+C,80,"A,B,C:80"
20260608_133222,3,Q2,Q2-B+A,78,"B,A:78"
20260608_133222,3,Q3,Q3-C+A,70,"C,A:70"
20260608_133222,3,Q4,Q4-D+C,6,"D,C:6"
20260608_133437,1,Q1,Q1-A+B+C,86,"A,B,C:86"
20260608_133437,1,Q2,Q2-B+A,75,"B,A:75"
20260608_133437,1,Q3,Q3-C,37,C:37
20260608_133437,1,Q4,Q4-D,77,D:77
20260608_133437,2,Q1,Q1-A+B+C,86,"A,B,C:86"
20260608_133437,2,Q2,Q2-B+A,75,"B,A:75"
20260608_133437,2,Q3,Q3-C+A,37,"C,A:37"
20260608_133437,2,Q4,Q4-D,77,D:77
